"","Id","EventId","EventMonth","Paid","PayInd","OpenInd"
"8531",4997,3,27,1256,1,1
"8532",4997,4,30,0,0,0
"8533",4998,1,23,1688,1,1
"8534",4998,2,29,1651,1,1
"8535",4998,3,35,1469,1,0
"8536",4999,1,32,7540,1,0
"8537",5000,1,25,1467,1,0
"8538",5002,1,22,1031,1,1
"8539",5002,2,32,1088,1,1
"8540",5002,3,34,1079,1,0
"8541",5003,1,24,1754,1,1
"8542",5003,2,45,1840,1,0
"8543",5004,1,24,1647,1,1
"8544",5004,2,31,1594,1,0
"8545",5005,1,37,2000,1,0
"8546",5006,1,17,154,1,0
"8547",5007,1,23,1447,1,1
"8548",5007,2,36,1348,1,1
"8549",5007,3,40,1432,1,1
"8550",5007,4,44,0,0,0
"8551",5008,1,21,537,1,0
"8552",5009,1,33,3004,1,0
"8553",5010,1,25,5205,1,0
"8554",5011,1,24,1538,1,0
"8555",5012,1,33,2550,1,1
"8556",5012,2,43,2295,1,0
"8557",5013,1,18,5000,1,1
"8558",5013,2,20,5387,1,0
"8559",5014,1,19,4296,1,0
"8560",5015,1,16,2984,1,1
"8561",5015,2,17,3243,1,1
"8562",5015,3,18,74814,1,0
"8563",5015,4,19,0,0,1
"8564",5015,5,29,0,0,0
"8565",5016,1,19,26972,1,1
"8566",5016,2,32,23200,1,0
"8567",5017,1,16,30,1,0
"8568",5018,1,36,6637,1,0
"8569",5019,1,16,107,1,0
"8570",5020,1,17,5582,1,1
"8571",5020,2,19,6679,1,0
"8572",5021,1,22,2062,1,0
"8573",5022,1,19,2033,1,1
"8574",5022,2,23,2190,1,0
"8575",5024,1,15,330,1,0
"8576",5025,1,25,1361,1,0
"8577",5026,1,27,3000,1,0
"8578",5027,1,20,424,1,0
"8579",5028,1,16,304,1,1
"8580",5028,2,17,324,1,0
"8581",5029,1,16,3,1,0
"8582",5030,1,21,1518,1,1
"8583",5030,2,27,1518,1,0
"8584",5031,1,19,9548,1,1
"8585",5031,2,22,10326,1,0
"8586",5032,1,22,3740,1,1
"8587",5032,2,26,3333,1,1
"8588",5032,3,32,3164,1,0
"8589",5033,1,23,4658,1,1
"8590",5033,2,31,6029,1,0
"8591",5034,1,20,22130,1,1
"8592",5034,2,25,26183,1,0
"8593",5035,1,33,5735,1,0
"8594",5036,1,23,2000,1,0
"8595",5037,1,24,3000,1,1
"8596",5037,2,33,2284,1,0
"8597",5038,1,21,1344,1,0
"8598",5039,1,23,7584,1,0
"8599",5040,1,21,2031,1,0
"8600",5041,1,20,1786,1,0
"8601",5042,1,17,72,1,0
"8602",5043,1,29,2378,1,1
"8603",5043,2,39,3114,1,0
"8604",5044,1,17,1108,1,0
"8605",5045,1,16,247,1,0
"8606",5046,1,39,1277,1,1
"8607",5046,2,62,1221,1,1
"8608",5046,3,83,15399,1,1
"8609",5046,4,87,2474,1,1
"8610",5046,5,92,0,0,0
"8611",5046,6,95,0,0,1
"8612",5046,7,96,2917,1,0
"8613",5047,1,23,511,1,1
"8614",5047,2,28,580,1,1
"8615",5047,3,33,769,1,1
"8616",5047,4,46,552,1,1
"8617",5047,5,54,659,1,1
"8618",5047,6,61,549,1,1
"8619",5047,7,69,559,1,1
"8620",5047,8,73,59435,1,1
"8621",5047,9,76,7385,1,0
"8622",5048,1,18,303,1,0
"8623",5049,1,26,3016,1,1
"8624",5049,2,34,2648,1,0
"8625",5050,1,22,11552,1,1
"8626",5050,2,35,8646,1,0
"8627",5051,1,39,8015,1,0
"8628",5052,1,27,5982,1,1
"8629",5052,2,40,5767,1,0
"8630",5053,1,23,7230,1,0
"8631",5054,1,26,9005,1,1
"8632",5054,2,32,8540,1,1
"8633",5054,3,35,9120,1,0
"8634",5055,1,20,720,1,0
"8635",5056,1,45,5531,1,0
"8636",5057,1,26,2000,1,0
"8637",5058,1,17,1074,1,1
"8638",5058,2,18,1115,1,1
"8639",5058,3,19,1279,1,0
"8640",5059,1,16,100,1,0
"8641",5060,1,16,9677,1,1
"8642",5060,2,19,7810,1,0
"8643",5061,1,19,2886,1,1
"8644",5061,2,24,3071,1,1
"8645",5061,3,27,75247,1,1
"8646",5061,4,28,4238,1,0
"8647",5062,1,21,2155,1,0
"8648",5063,1,25,3397,1,1
"8649",5063,2,39,3503,1,1
"8650",5063,3,45,3571,1,0
"8651",5064,1,35,3200,1,1
"8652",5064,2,41,3185,1,1
"8653",5064,3,47,2639,1,0
"8654",5065,1,19,2547,1,0
"8655",5066,1,25,2259,1,0
"8656",5067,1,25,10000,1,1
"8657",5067,2,40,12610,1,0
"8658",5068,1,25,1385,1,0
"8659",5069,1,20,3000,1,1
"8660",5069,2,25,2432,1,1
"8661",5069,3,30,3000,1,0
"8662",5070,1,19,461,1,1
"8663",5070,2,22,549,1,0
"8664",5071,1,28,2000,1,0
"8665",5072,1,20,2826,1,1
"8666",5072,2,27,2626,1,1
"8667",5072,3,32,25355,1,1
"8668",5072,4,33,3000,1,1
"8669",5072,5,37,0,0,0
"8670",5073,1,27,1256,1,0
"8671",5074,1,23,1101,1,1
"8672",5074,2,27,1342,1,1
"8673",5074,3,33,1385,1,0
"8674",5075,1,17,6529,1,1
"8675",5075,2,19,7001,1,0
"8676",5076,1,22,745,1,1
"8677",5076,2,29,777,1,0
"8678",5077,1,27,1769,1,1
"8679",5077,2,34,2221,1,1
"8680",5077,3,49,2051,1,0
"8681",5078,1,18,1673,1,1
"8682",5078,2,21,1665,1,0
"8683",5079,1,31,2437,1,1
"8684",5079,2,42,3000,1,0
"8685",5081,1,26,2570,1,0
"8686",5082,1,35,33158,1,1
"8687",5082,2,64,34017,1,0
"8688",5083,1,39,22342,1,1
"8689",5083,2,53,20979,1,0
"8690",5084,1,30,1044,1,0
"8691",5085,1,29,3699,1,0
"8692",5086,1,19,347,1,0
"8693",5087,1,17,1000,1,1
"8694",5087,2,18,1000,1,0
"8695",5088,1,18,280,1,1
"8696",5088,2,22,328,1,0
"8697",5089,1,32,2322,1,0
"8698",5091,1,16,1334,1,1
"8699",5091,2,17,2442,1,1
"8700",5091,3,18,0,0,0
"8701",5092,1,63,7282,1,0
"8702",5093,1,18,1458,1,1
"8703",5093,2,19,1830,1,0
"8704",5094,1,17,97,1,1
"8705",5094,2,18,94,1,0
"8706",5095,1,17,3296,1,0
"8707",5096,1,44,3023,1,1
"8708",5096,2,70,5000,1,0
"8709",5097,1,18,1270,1,1
"8710",5097,2,23,1669,1,1
"8711",5097,3,28,1412,1,0
"8712",5098,1,18,646,1,1
"8713",5098,2,30,646,1,0
"8714",5099,1,37,10430,1,1
"8715",5099,2,57,10000,1,0
"8716",5100,1,23,1447,1,0
"8717",5101,1,39,3181,1,0
"8718",5102,1,21,1133,1,0
"8719",5103,1,44,8934,1,0
"8720",5104,1,18,7844,1,1
"8721",5104,2,22,8120,1,1
"8722",5104,3,24,6738,1,0
"8723",5105,1,23,5467,1,1
"8724",5105,2,31,6108,1,0
"8725",5106,1,26,2130,1,1
"8726",5106,2,40,2708,1,0
"8727",5107,1,30,2000,1,0
"8728",5108,1,22,534,1,0
"8729",5110,1,36,9138,1,0
"8730",5111,1,19,2000,1,1
"8731",5111,2,23,2000,1,1
"8732",5111,3,27,2000,1,0
"8733",5112,1,35,22569,1,1
"8734",5112,2,57,24084,1,0
"8735",5113,1,28,7675,1,1
"8736",5113,2,37,9101,1,1
"8737",5113,3,48,8483,1,1
"8738",5113,4,51,0,0,0
"8739",5114,1,25,30164,1,1
"8740",5114,2,36,32977,1,0
"8741",5116,1,31,10335,1,1
"8742",5116,2,47,10000,1,0
"8743",5117,1,23,5015,1,1
"8744",5117,2,37,5683,1,0
"8745",5118,1,33,1624,1,0
"8746",5119,1,22,1071,1,0
"8747",5120,1,33,2166,1,0
"8748",5121,1,19,15000,1,1
"8749",5121,2,22,13886,1,0
"8750",5122,1,18,34317,1,1
"8751",5122,2,21,33762,1,0
"8752",5123,1,22,3497,1,1
"8753",5123,2,27,3403,1,1
"8754",5123,3,30,3141,1,0
"8755",5124,1,16,1661,1,1
"8756",5124,2,18,1725,1,1
"8757",5124,3,20,2048,1,0
"8758",5125,1,26,1706,1,0
"8759",5126,1,16,4810,1,0
"8760",5127,1,24,2408,1,0
"8761",5128,1,27,2348,1,0
"8762",5129,1,36,4168,1,0
"8763",5130,1,34,4918,1,0
"8764",5131,1,22,6626,1,1
"8765",5131,2,32,7202,1,0
"8766",5132,1,41,3710,1,1
"8767",5132,2,69,4411,1,0
"8768",5133,1,21,1535,1,0
"8769",5134,1,27,905,1,0
"8770",5135,1,38,1660,1,0
"8771",5136,1,22,1028,1,1
"8772",5136,2,31,1114,1,1
"8773",5136,3,37,1152,1,0
"8774",5137,1,35,2378,1,0
"8775",5138,1,17,256,1,1
"8776",5138,2,18,266,1,0
"8777",5139,1,44,4359,1,0
"8778",5140,1,16,978,1,0
"8779",5141,1,19,2197,1,1
"8780",5141,2,23,2425,1,1
"8781",5141,3,27,2000,1,0
"8782",5142,1,20,1020,1,1
"8783",5142,2,24,1333,1,1
"8784",5142,3,30,1124,1,0
"8785",5143,1,24,1612,1,0
"8786",5144,1,18,8424,1,1
"8787",5144,2,23,6782,1,1
"8788",5144,3,25,8239,1,0
"8789",5145,1,22,1201,1,0
"8790",5146,1,46,10374,1,0
"8791",5147,1,18,2511,1,1
"8792",5147,2,26,2000,1,1
"8793",5147,3,31,2227,1,0
"8794",5148,1,20,1717,1,0
"8795",5149,1,25,3000,1,0
"8796",5150,1,23,3293,1,1
"8797",5150,2,27,3590,1,1
"8798",5150,3,30,3011,1,0
"8799",5151,1,22,1458,1,1
"8800",5151,2,27,1358,1,0
"8801",5152,1,27,2817,1,0
"8802",5153,1,18,3787,1,1
"8803",5153,2,22,3965,1,0
"8804",5154,1,23,1174,1,0
"8805",5155,1,26,16753,1,1
"8806",5155,2,42,18494,1,0
"8807",5156,1,18,1327,1,1
"8808",5156,2,22,1387,1,0
"8809",5157,1,25,2702,1,0
"8810",5159,1,22,1347,1,0
"8811",5160,1,18,589,1,0
"8812",5161,1,23,1000,1,1
"8813",5161,2,29,1001,1,0
"8814",5162,1,21,1000,1,0
"8815",5163,1,16,300,1,0
"8816",5164,1,16,1553,1,0
"8817",5165,1,16,378,1,1
"8818",5165,2,17,362,1,0
"8819",5166,1,32,2243,1,1
"8820",5166,2,50,2000,1,1
"8821",5166,3,62,1913,1,1
"8822",5166,4,65,-4213,0,0
"8823",5167,1,25,1139,1,1
"8824",5167,2,36,1197,1,1
"8825",5167,3,41,1296,1,1
"8826",5167,4,43,0,0,0
"8827",5168,1,31,6004,1,1
"8828",5168,2,61,6659,1,0
"8829",5169,1,22,4252,1,0
"8830",5170,1,27,10146,1,1
"8831",5170,2,45,7703,1,0
"8832",5171,1,17,1685,1,1
"8833",5171,2,18,1361,1,1
"8834",5171,3,20,1346,1,0
"8835",5172,1,25,897,1,0
"8836",5173,1,33,5244,1,0
"8837",5174,1,35,23700,1,1
"8838",5174,2,49,19035,1,0
"8839",5175,1,21,774,1,1
"8840",5175,2,24,1000,1,0
"8841",5176,1,20,1699,1,1
"8842",5176,2,26,1459,1,1
"8843",5176,3,31,1559,1,0
"8844",5177,1,52,5661,1,0
"8845",5178,1,28,1791,1,0
"8846",5179,1,41,4201,1,0
"8847",5180,1,17,7434,1,1
"8848",5180,2,20,6888,1,0
"8849",5181,1,17,2681,1,1
"8850",5181,2,19,3331,1,1
"8851",5181,3,21,2770,1,0
"8852",5182,1,27,3000,1,0
"8853",5183,1,20,3072,1,0
"8854",5184,1,32,1616,1,1
"8855",5184,2,44,1641,1,0
"8856",5185,1,19,552,1,1
"8857",5185,2,27,672,1,0
"8858",5186,1,21,1645,1,1
"8859",5186,2,31,1636,1,0
"8860",5187,1,18,3257,1,1
"8861",5187,2,22,2877,1,1
"8862",5187,3,23,3690,1,0
"8863",5188,1,24,10300,1,1
"8864",5188,2,58,12698,1,0
"8865",5189,1,30,2455,1,1
"8866",5189,2,36,2732,1,1
"8867",5189,3,52,2398,1,0
"8868",5190,1,16,95,1,1
"8869",5190,2,17,102,1,0
"8870",5191,1,16,517,1,1
"8871",5191,2,17,441,1,0
"8872",5192,1,24,871,1,0
"8873",5193,1,31,1361,1,1
"8874",5193,2,50,1415,1,1
"8875",5193,3,57,1325,1,0
"8876",5194,1,21,1277,1,1
"8877",5194,2,25,1456,1,1
"8878",5194,3,29,19672,1,1
"8879",5194,4,31,2482,1,0
"8880",5195,1,34,8628,1,0
"8881",5196,1,19,3000,1,1
"8882",5196,2,27,2606,1,0
"8883",5197,1,18,2328,1,0
"8884",5198,1,25,2459,1,0
"8885",5200,1,32,9743,1,0
"8886",5201,1,16,184,1,0
"8887",5202,1,16,4930,1,0
"8888",5203,1,22,2589,1,0
"8889",5204,1,21,7246,1,1
"8890",5204,2,28,6865,1,1
"8891",5204,3,35,7905,1,0
"8892",5206,1,20,1516,1,1
"8893",5206,2,22,1778,1,1
"8894",5206,3,26,1456,1,0
"8895",5207,1,19,1000,1,0
"8896",5208,1,19,1108,1,1
"8897",5208,2,25,1132,1,1
"8898",5208,3,32,1131,1,0
"8899",5209,1,45,9551,1,0
"8900",5210,1,24,1046,1,0
"8901",5211,1,17,1196,1,1
"8902",5211,2,19,1098,1,0
"8903",5212,1,37,7689,1,1
"8904",5212,2,65,6749,1,0
"8905",5214,1,25,734,1,1
"8906",5214,2,29,736,1,0
"8907",5215,1,19,1000,1,0
"8908",5216,1,30,1177,1,0
"8909",5217,1,20,7225,1,0
"8910",5218,1,19,446,1,0
"8911",5219,1,22,741,1,0
"8912",5220,1,34,15221,1,1
"8913",5220,2,50,16109,1,0
"8914",5221,1,22,19432,1,1
"8915",5221,2,29,20522,1,0
"8916",5222,1,20,2358,1,1
"8917",5222,2,28,2689,1,0
"8918",5223,1,18,441,1,0
"8919",5224,1,39,2690,1,0
"8920",5225,1,28,13110,1,1
"8921",5225,2,53,13220,1,0
"8922",5226,1,21,89312,1,1
"8923",5226,2,24,68933,1,0
"8924",5227,1,19,401,1,1
"8925",5227,2,25,337,1,0
"8926",5228,1,29,6886,1,0
"8927",5229,1,17,1400,1,1
"8928",5229,2,20,1300,1,0
"8929",5230,1,22,1401,1,0
"8930",5231,1,17,2000,1,1
"8931",5231,2,19,2000,1,1
"8932",5231,3,21,30208,1,0
"8933",5232,1,56,2205,1,0
"8934",5233,1,19,9677,1,1
"8935",5233,2,21,9766,1,1
"8936",5233,3,24,10984,1,1
"8937",5233,4,28,0,0,0
"8938",5234,1,38,7965,1,1
"8939",5234,2,55,8481,1,0
"8940",5235,1,23,1154,1,1
"8941",5235,2,29,1252,1,1
"8942",5235,3,38,1226,1,0
"8943",5236,1,20,476,1,0
"8944",5237,1,25,1477,1,0
"8945",5238,1,20,1694,1,1
"8946",5238,2,22,1502,1,0
"8947",5239,1,22,526,1,1
"8948",5239,2,25,579,1,0
"8949",5240,1,17,79724,1,1
"8950",5240,2,18,83655,1,0
"8951",5241,1,26,3082,1,1
"8952",5241,2,35,3233,1,1
"8953",5241,3,46,2850,1,0
"8954",5243,1,21,16878,1,1
"8955",5243,2,34,14662,1,0
"8956",5244,1,32,3865,1,0
"8957",5245,1,31,4494,1,1
"8958",5245,2,51,6120,1,0
"8959",5246,1,47,4335,1,0
"8960",5247,1,17,418,1,1
"8961",5247,2,20,444,1,0
"8962",5248,1,25,2000,1,1
"8963",5248,2,30,2000,1,0
"8964",5249,1,22,15172,1,1
"8965",5249,2,26,15047,1,0
"8966",5250,1,31,12454,1,1
"8967",5250,2,40,14669,1,1
"8968",5250,3,54,12843,1,1
"8969",5250,4,57,0,0,0
"8970",5250,5,58,0,0,1
"8971",5250,6,59,5157,1,0
"8972",5251,1,21,17536,1,1
"8973",5251,2,30,18084,1,0
"8974",5252,1,17,737,1,1
"8975",5252,2,19,1000,1,1
"8976",5252,3,20,771,1,1
"8977",5252,4,21,22338,1,0
"8978",5253,1,29,2620,1,0
"8979",5254,1,22,1917,1,1
"8980",5254,2,25,2206,1,0
"8981",5256,1,24,1153,1,1
"8982",5256,2,36,1159,1,1
"8983",5256,3,42,1134,1,0
"8984",5257,1,18,209,1,0
"8985",5258,1,21,2799,1,0
"8986",5259,1,22,1175,1,0
"8987",5260,1,23,3505,1,1
"8988",5260,2,35,4288,1,0
"8989",5261,1,21,5580,1,1
"8990",5261,2,30,5386,1,0
"8991",5262,1,26,4460,1,0
"8992",5263,1,18,4362,1,1
"8993",5263,2,29,3270,1,0
"8994",5264,1,59,4656,1,0
"8995",5265,1,22,927,1,0
"8996",5266,1,19,365,1,0
"8997",5267,1,17,1715,1,1
"8998",5267,2,18,1523,1,1
"8999",5267,3,19,1578,1,0
"9000",5268,1,34,5000,1,0
"9001",5269,1,27,2965,1,1
"9002",5269,2,36,2681,1,0
"9003",5270,1,34,6487,1,0
"9004",5271,1,20,5633,1,1
"9005",5271,2,23,6214,1,1
"9006",5271,3,27,5911,1,1
"9007",5271,4,29,0,0,0
"9008",5272,1,24,15678,1,1
"9009",5272,2,29,17468,1,1
"9010",5272,3,34,16153,1,0
"9011",5273,1,18,4597,1,1
"9012",5273,2,21,4338,1,1
"9013",5273,3,24,5000,1,1
"9014",5273,4,30,226014,1,1
"9015",5273,5,31,27006,1,1
"9016",5273,6,36,0,0,0
"9017",5274,1,21,1127,1,0
"9018",5275,1,26,3065,1,0
"9019",5276,1,16,180,1,0
"9020",5277,1,22,5278,1,0
"9021",5278,1,24,5000,1,1
"9022",5278,2,39,5478,1,0
"9023",5279,1,27,1643,1,0
"9024",5280,1,21,1000,1,0
"9025",5281,1,30,4946,1,1
"9026",5281,2,49,5139,1,0
"9027",5282,1,18,6367,1,0
"9028",5283,1,19,3218,1,1
"9029",5283,2,20,2472,1,1
"9030",5283,3,25,2481,1,0
"9031",5284,1,20,5189,1,1
"9032",5284,2,34,5420,1,0
"9033",5285,1,25,3397,1,0
"9034",5286,1,41,2110,1,0
"9035",5287,1,16,175,1,0
"9036",5288,1,19,6213,1,1
"9037",5288,2,20,5143,1,0
"9038",5289,1,27,13937,1,1
"9039",5289,2,36,16053,1,0
"9040",5290,1,38,3430,1,0
"9041",5292,1,17,3422,1,1
"9042",5292,2,20,4252,1,0
"9043",5293,1,28,3002,1,1
"9044",5293,2,44,3254,1,0
"9045",5294,1,23,1775,1,0
"9046",5295,1,21,1055,1,1
"9047",5295,2,25,1191,1,1
"9048",5295,3,28,1042,1,1
"9049",5295,4,32,1004,1,1
"9050",5295,5,36,1209,1,1
"9051",5295,6,40,61024,1,1
"9052",5295,7,42,5237,1,1
"9053",5295,8,45,0,0,0
"9054",5296,1,34,10068,1,0
"9055",5297,1,20,1345,1,1
"9056",5297,2,25,1019,1,0
"9057",5298,1,19,1687,1,1
"9058",5298,2,24,1798,1,1
"9059",5298,3,28,1799,1,0
"9060",5299,1,39,10345,1,1
"9061",5299,2,81,9635,1,0
"9062",5300,1,22,923,1,0
"9063",5302,1,32,3102,1,0
"9064",5303,1,28,6831,1,1
"9065",5303,2,47,6585,1,0
"9066",5304,1,26,1001,1,1
"9067",5304,2,32,1185,1,0
"9068",5305,1,25,3486,1,1
"9069",5305,2,34,3515,1,0
"9070",5306,1,17,562,1,0
"9071",5307,1,20,501,1,1
"9072",5307,2,23,588,1,1
"9073",5307,3,29,487,1,1
"9074",5307,4,32,561,1,1
"9075",5307,5,37,543,1,1
"9076",5307,6,41,35236,1,1
"9077",5307,7,43,3043,1,0
"9078",5308,1,29,6293,1,1
"9079",5308,2,40,8884,1,1
"9080",5308,3,57,7580,1,0
"9081",5308,4,60,0,0,1
"9082",5308,5,66,2706,1,0
"9083",5309,1,18,290,1,1
"9084",5309,2,19,289,1,0
"9085",5310,1,32,7953,1,1
"9086",5310,2,41,8415,1,0
"9087",5311,1,16,575,1,0
"9088",5313,1,22,13817,1,1
"9089",5313,2,34,13906,1,1
"9090",5313,3,45,15000,1,0
"9091",5314,1,31,1158,1,0
"9092",5315,1,22,5737,1,1
"9093",5315,2,29,5964,1,1
"9094",5315,3,41,5406,1,0
"9095",5316,1,23,413,1,1
"9096",5316,2,26,459,1,0
"9097",5317,1,23,8083,1,1
"9098",5317,2,30,7970,1,1
"9099",5317,3,42,7769,1,0
"9100",5318,1,24,2348,1,0
"9101",5319,1,19,1927,1,1
"9102",5319,2,21,1651,1,1
"9103",5319,3,25,1951,1,0
"9104",5320,1,21,3561,1,0
"9105",5321,1,19,1805,1,1
"9106",5321,2,24,2000,1,1
"9107",5321,3,29,2000,1,0
"9108",5322,1,28,6000,1,1
"9109",5322,2,41,5832,1,0
"9110",5323,1,28,1675,1,0
"9111",5324,1,31,4127,1,1
"9112",5324,2,53,5000,1,0
"9113",5325,1,25,2286,1,1
"9114",5325,2,33,2293,1,0
"9115",5326,1,31,8808,1,1
"9116",5326,2,49,6984,1,0
"9117",5327,1,22,473,1,0
"9118",5328,1,24,3713,1,0
"9119",5329,1,32,2211,1,0
"9120",5330,1,23,1000,1,1
"9121",5330,2,26,1246,1,1
"9122",5330,3,30,1197,1,1
"9123",5330,4,35,0,0,0
"9124",5331,1,26,730,1,1
"9125",5331,2,36,711,1,0
"9126",5332,1,22,1599,1,0
"9127",5333,1,20,674,1,0
"9128",5334,1,24,4733,1,1
"9129",5334,2,43,6079,1,1
"9130",5334,3,64,5860,1,0
"9131",5335,1,18,5197,1,0
"9132",5336,1,34,10070,1,0
"9133",5337,1,22,643,1,0
"9134",5338,1,20,2000,1,1
"9135",5338,2,23,1521,1,1
"9136",5338,3,31,1581,1,1
"9137",5338,4,32,0,0,0
"9138",5339,1,22,5465,1,0
"9139",5340,1,18,499,1,0
"9140",5341,1,20,7625,1,1
"9141",5341,2,28,5478,1,0
"9142",5342,1,25,5332,1,1
"9143",5342,2,36,4788,1,0
"9144",5343,1,26,3000,1,1
"9145",5343,2,35,2171,1,0
"9146",5344,1,23,3000,1,1
"9147",5344,2,30,2477,1,0
"9148",5345,1,20,349,1,0
"9149",5346,1,40,2682,1,0
"9150",5347,1,21,2243,1,1
"9151",5347,2,28,2158,1,0
"9152",5348,1,22,1144,1,0
"9153",5349,1,17,176,1,0
"9154",5350,1,19,6688,1,1
"9155",5350,2,31,10577,1,0
"9156",5352,1,34,1195,1,1
"9157",5352,2,45,1206,1,1
"9158",5352,3,60,18907,1,1
"9159",5352,4,64,2085,1,0
"9160",5353,1,56,7952,1,0
"9161",5354,1,16,4146,1,1
"9162",5354,2,17,4062,1,0
"9163",5355,1,21,475,1,0
"9164",5356,1,18,9752,1,0
"9165",5357,1,24,3000,1,0
"9166",5358,1,24,7346,1,1
"9167",5358,2,42,8440,1,0
"9168",5359,1,19,7052,1,1
"9169",5359,2,22,8935,1,0
"9170",5361,1,17,4726,1,0
"9171",5362,1,25,15626,1,1
"9172",5362,2,32,14439,1,0
"9173",5363,1,25,2000,1,1
"9174",5363,2,29,2218,1,0
"9175",5364,1,17,341,1,1
"9176",5364,2,24,301,1,0
"9177",5365,1,42,6485,1,0
"9178",5366,1,30,2385,1,1
"9179",5366,2,34,2442,1,0
"9180",5367,1,22,1561,1,0
"9181",5368,1,20,1563,1,1
"9182",5368,2,28,1668,1,1
"9183",5368,3,34,2273,1,1
"9184",5368,4,38,0,0,0
"9185",5369,1,17,2000,1,1
"9186",5369,2,18,2020,1,1
"9187",5369,3,20,2283,1,0
"9188",5370,1,24,727,1,0
"9189",5371,1,41,3894,1,0
"9190",5372,1,29,1664,1,0
"9191",5373,1,33,5000,1,0
"9192",5374,1,17,2300,1,0
"9193",5375,1,40,2349,1,0
"9194",5377,1,22,14907,1,1
"9195",5377,2,35,17276,1,1
"9196",5377,3,43,14350,1,0
"9197",5377,4,45,0,0,1
"9198",5377,5,46,9610,1,0
"9199",5378,1,32,53056,1,1
"9200",5378,2,63,57706,1,0
"9201",5379,1,20,7318,1,0
"9202",5380,1,22,6351,1,1
"9203",5380,2,33,6326,1,0
"9204",5382,1,20,867,1,0
"9205",5383,1,30,1000,1,0
"9206",5384,1,26,1099,1,0
"9207",5385,1,32,3121,1,1
"9208",5385,2,34,2733,1,0
"9209",5386,1,24,3890,1,1
"9210",5386,2,37,3267,1,1
"9211",5386,3,48,44160,1,1
"9212",5386,4,50,6863,1,1
"9213",5386,5,51,0,0,0
"9214",5387,1,17,430,1,1
"9215",5387,2,18,444,1,0
"9216",5388,1,17,3955,1,1
"9217",5388,2,18,3580,1,0
"9218",5389,1,23,1000,1,0
"9219",5390,1,28,2024,1,0
"9220",5391,1,34,5691,1,0
"9221",5392,1,22,4017,1,1
"9222",5392,2,27,5441,1,0
"9223",5393,1,25,1495,1,1
"9224",5393,2,45,1480,1,0
"9225",5394,1,20,2421,1,0
"9226",5396,1,23,537,1,1
"9227",5396,2,29,625,1,0
"9228",5397,1,23,8390,1,1
"9229",5397,2,29,8944,1,0
"9230",5398,1,18,450,1,0
"9231",5399,1,27,2000,1,0
"9232",5400,1,18,1106,1,0
"9233",5401,1,33,2113,1,0
"9234",5402,1,34,6126,1,1
"9235",5402,2,43,6589,1,0
"9236",5403,1,24,2485,1,1
"9237",5403,2,43,3000,1,0
"9238",5404,1,16,8118,1,0
"9239",5405,1,38,1897,1,0
"9240",5406,1,28,795,1,0
"9241",5407,1,33,4412,1,0
"9242",5408,1,36,1680,1,0
"9243",5409,1,22,2152,1,0
"9244",5410,1,16,118,1,0
"9245",5411,1,18,467,1,0
"9246",5412,1,27,2592,1,0
"9247",5413,1,22,2397,1,1
"9248",5413,2,26,2802,1,0
"9249",5415,1,18,1388,1,1
"9250",5415,2,20,1669,1,1
"9251",5415,3,23,1757,1,0
"9252",5416,1,21,5000,1,1
"9253",5416,2,25,6132,1,0
"9254",5417,1,37,2438,1,0
"9255",5418,1,17,1000,1,1
"9256",5418,2,19,1000,1,1
"9257",5418,3,22,1000,1,1
"9258",5418,4,23,1137,1,1
"9259",5418,5,25,1000,1,1
"9260",5418,6,26,48352,1,1
"9261",5418,7,27,6967,1,0
"9262",5419,1,25,20000,1,1
"9263",5419,2,45,19144,1,0
"9264",5420,1,28,2736,1,0
"9265",5421,1,16,1300,1,0
"9266",5422,1,22,431,1,0
"9267",5423,1,27,9483,1,1
"9268",5423,2,36,7234,1,0
"9269",5424,1,21,1650,1,1
"9270",5424,2,24,1602,1,0
"9271",5425,1,22,1451,1,0
"9272",5426,1,16,115,1,1
"9273",5426,2,17,127,1,0
"9274",5428,1,17,1215,1,1
"9275",5428,2,20,1484,1,1
"9276",5428,3,24,1445,1,1
"9277",5428,4,27,55727,1,0
"9278",5428,5,30,0,0,1
"9279",5428,6,39,0,0,0
"9280",5429,1,17,1000,1,1
"9281",5429,2,19,1138,1,1
"9282",5429,3,20,11728,1,0
"9283",5430,1,26,2737,1,1
"9284",5430,2,32,2260,1,1
"9285",5430,3,37,1795,1,1
"9286",5430,4,39,0,0,0
"9287",5431,1,28,770,1,0
"9288",5432,1,25,6213,1,0
"9289",5433,1,19,6275,1,1
"9290",5433,2,23,6891,1,0
"9291",5434,1,27,10716,1,1
"9292",5434,2,37,11214,1,1
"9293",5434,3,45,14579,1,1
"9294",5434,4,49,0,0,0
"9295",5435,1,47,8094,1,0
"9296",5436,1,23,1678,1,0
"9297",5437,1,20,2490,1,0
"9298",5438,1,36,3018,1,0
"9299",5439,1,20,1656,1,0
"9300",5440,1,24,2618,1,1
"9301",5440,2,27,2943,1,1
"9302",5440,3,32,64957,1,1
"9303",5440,4,33,3173,1,0
"9304",5440,5,34,0,0,1
"9305",5440,6,37,13000,1,0
"9306",5441,1,23,2106,1,0
"9307",5442,1,34,1659,1,0
"9308",5443,1,20,2629,1,1
"9309",5443,2,22,3000,1,0
"9310",5444,1,19,258,1,1
"9311",5444,2,22,304,1,0
"9312",5445,1,19,1792,1,1
"9313",5445,2,24,1693,1,1
